urun_adi,csv_kategori,siklik,alt_tipler
WEE SILIKON DESENLİ EMZİK DAMAKLI,BEBEK,6,
CIL PIPETLI BARDAK,EV,6,
ARTCRAFT CAM MEZELIK TEKLI,EV,6,
"TEST MATIK 1,5 KG NORMAL",DETERJAN TEMİZLİK,6,
PERSIL JEL 2409 GR DENİZ ESİNTİSİ,DETERJAN TEMİZLİK,6,
DOGADAN EKİNAZYA 20 POŞET,İÇECEK,6,
BANAT BULASIK SUNGERI,DETERJAN TEMİZLİK,6,
FERSAN SALGAM SUYU 330 ML ACILI,İÇECEK,6,
ARGEM TRENDY KAPAK ACACAGI,EV,6,
DIMES 1LT %100 MEYVE SUYU UZUM MANGO,İÇECEK,6,
PERWOLL CAMASIR DET.3 LT.,DETERJAN TEMİZLİK,6,
TAMEK M.SUYU 200ML KAYISI,İÇECEK,6,
ELIDOR SIVI SAC KREMI 200 ML ONARICI BAKIM,KOZMETİK,6,
MARC DEO SIVI 900ML LAVANTA,DETERJAN TEMİZLİK,6,
HARIBO HAPPY-COLA 100GR,GIDA,6,bufe
TADIM KURU KAYISI 200 GR,GIDA,6,kuruyemisci
HAMURANA KOY ERISTESI 400 GR,GIDA,6,
DOGUS BAHCE DOMATES SALCASI 830 GR,GIDA,6,
LIPTON ICE TEA 330 CL ICECEK GREEN,İÇECEK,6,bufe
"WELLA TUP SAC BOYASI 7,77 IŞILTILI KAHVE",KOZMETİK,6,
KOSKA HELVA KAKAOLU 1000 GR.,SÜT KAHVALTILIK,6,sekerci
LİPTON BERRAK YEŞİL ÇAY BALLI 20LI,İÇECEK,6,
HERO BABY MEYVELI 8 TAHILLI 500 GR,BEBEK,6,
EGOS SAC JOLESI400 MLCOK SERT,KOZMETİK,6,
PRINGLES 165 GR TEXAS,GIDA,6,
COLGATE MAXFRESH 125ML COOL MINT,KOZMETİK,6,
F NEFFIS TAHIN 550 GR,SÜT KAHVALTILIK,6,
VERNEL 2LT MAVI ESINTI YUMUSATICI,DETERJAN TEMİZLİK,6,
SIGNAL D.F.SENSITIVE ULTRA REACH,KOZMETİK,6,
CAYKUR YESIL SÜZEN CAY 25AD LIMONLU,İÇECEK,6,
ARKO TRAS KOPUGU 200ML.MOIST,KOZMETİK,6,
KENT 375 GR CIKOLIN SEKER,GIDA,6,
AKDEM ANASON CAYI 20LI,İÇECEK,6,
DOGADAN FORM ZAYIFLAMA CAYI,İÇECEK,6,
SATEN TUY DOK KREM HASAS,KOZMETİK,6,
FINISH TEMIZLIK VE BAKIM SETI,DETERJAN TEMİZLİK,6,
GILLETTE MACH3 ŞAMPİYON RED MAKİNA 1UP,KOZMETİK,6,
ROCCO POP SAKIZ PORTAKAL,GIDA,6,sekerci
PRIVACY GOLD DEO 150 ML WOMEN,KOZMETİK,6,
AXE DEO 150ML ANARCHY FOR HIM,KOZMETİK,6,
DETTOL ANTIBAKTERIYEL SABUN 100 GR,KOZMETİK,6,
GARNIER 562 GECE KIZILI,KOZMETİK,6,
ACTİVEX SIVI SABUN 300 GR DOGAL KORUMA,KOZMETİK,6,
KNORR MERCİMEK KÖFTE HARCI 98 GR,GIDA,6,
CARDAK PORTAKAL SUYU 1+5,İÇECEK,6,
SENS SIVI SABUN 750 ML LAVANTA,KOZMETİK,6,
RAID SINEK SAVAR KRİZANTEM 300 ML,DETERJAN TEMİZLİK,6,
COLGATE MISVAK BEYAZLIK 125ML.,KOZMETİK,6,
BAKTAT EXTRA GEMLIK SIYAH ZEYTIN 800 GR,SÜT KAHVALTILIK,6,
ORAL-B D.F.KOMPLE TEMIZLIK,KOZMETİK,6,
HALK TATBENI 100 GR,GIDA,6,
JOHNSON`S KOLONYA- HAPPY 200 ML,KOZMETİK,6,
EMEK MISIROZU YAG 18 LT TNK,GIDA,6,
NESTEA ICE TEA 330 ML LIMON,İÇECEK,6,bufe
SENER UZUM PEKMEZI 800GR,SÜT KAHVALTILIK,6,
BIOMEEN SAMPUAN 700ML KEPEGE KARSI,KOZMETİK,6,
ALOMATIK 5 KG HIJYENIK BEYAZLAR,DETERJAN TEMİZLİK,6,
TAMEK DIABET RECEL CILEK 200 GR.,SÜT KAHVALTILIK,6,
BLENDAX 700ML ERKEKLERE OZEL KOPARAK DOK.,KOZMETİK,6,
AIR WICK FRESMATIC MAK+YEDEK BAHAR CICEKLERİ,DETERJAN TEMİZLİK,6,
IPANA PRO EXP CLİNİC 1+1 75 ML,KOZMETİK,6,
EMEK ZEYTINYAGI SIZMA 5LT,GIDA,6,
F BAKTAT PIRI PIRI ACI BIBER TURSUSU,GIDA,6,
TARAK ERKEK (AMBALAJLI),KOZMETİK,6,
VEET DUSTA HASSAS 150 ML,KOZMETİK,6,
KOMILI BEBEK SAMPUANI 750ML,BEBEK,6,
PIKNIK 001 BEYAZ MUM KUTU,EV,6,
BEYPAZARI SODA ELMA AROMALI,İÇECEK,6,bufe
EXTREME CAM TERABENTIN,KOZMETİK,6,
PINAR FISH FINGER 240GR,GIDA,6,
EVCAY SINAMEKI CAYI 20 POSET,İÇECEK,6,
CALGONIT DEO 2IN1 CITRO FRESH,DETERJAN TEMİZLİK,6,
ARTCRAFT DEM OPTIKLI CAY BARDAGI 6'LI,EV,6,
SOLEN BISCOLATA STARZ 100 GR SUTLU CIK.,GIDA,6,
MR. MUSCLE KLOZET JEL MARINE,DETERJAN TEMİZLİK,6,
HOBBY ENERJI JOLE 750 ML ULTRA SERT,KOZMETİK,6,
SERA PERFORE 99 METRE,EV,6,
PANTENE PRO-V 400ML SAC KREMI DOGAL SENTEZ,KOZMETİK,6,
BINGOSOFT KONSANTRE 750 ML LOVELY,DETERJAN TEMİZLİK,6,
LIPTON ENGLISH BREAKFAST TEA 100'LU DEMLIK,İÇECEK,6,
GOKCE TOZ ICECEK 350 GR VISNE,İÇECEK,6,
DR.OETKER MILKSHAKE MUZLU 25GR,GIDA,6,
ALGIDA DONDURMA 1000 ML VISNE LIMON,SÜT KAHVALTILIK,6,
ULKER ALBENI MINI BOY 216 GR,GIDA,6,
MUJDE SUPER INCE 57 SOKET,EV,6,
ULKER GRANINI 330 ML KAYISI,İÇECEK,6,
TAMEK BIBER SALCASI 1/1 ACI,GIDA,6,
SIGNAL WHITE NOW D.M 75 ML MİNT NANE,KOZMETİK,6,
YAREN DESENLI PORSELEN KUPA,EV,6,
PRIMA IKIZ PAKETI 4-9KG,BEBEK,6,
ARGEM MILENYUM CEVIZ FIN. KIRACAGI,EV,6,
ARGEM KORUKLU VANTUZ POMPA,EV,6,
IPEK SACKREMI 700 ML KOPARAK DOKULEN SACLAR ICIN,KOZMETİK,6,
TILLO 1276 CAMASIR IPI PVC KAPLAMALI,EV,6,
HARIBO STARMIX 100GR,GIDA,6,
MARC DEO SIVI 900ML FLORAL,DETERJAN TEMİZLİK,6,
BINGOSOFT 4 LT STAR,DETERJAN TEMİZLİK,6,
CIF KREM 1500 ML,DETERJAN TEMİZLİK,6,
MR.MUSCLE COK AMACLI BANYO TEM,DETERJAN TEMİZLİK,6,
GLADE NATURE'S ODA SPREYI MORNING 400ML,DETERJAN TEMİZLİK,6,
TAT 720 CC LAMBARDI BIBER TURSUSU,GIDA,6,
BINGO SIVI DET.4 LT.PARFUMSUZ,DETERJAN TEMİZLİK,6,
BLENDAX 700ML 2IN 1 JOJOBA BOYALI SAC. DOLGUN,KOZMETİK,6,
UNIVIP SABUNLUK,EV,6,
BINGOSOFT 4 LT BAHAR YUMUSATICI,DETERJAN TEMİZLİK,6,
ERNET 1700 CAM CEK CEK KUCUK,EV,6,
BEBELAC SÜTLÜ BALLI İRMİKLİ 500 GR,BEBEK,6,
FINISH POWERBALL 40  LI TABLET HEPSI 1 ARADA,DETERJAN TEMİZLİK,6,
NEUTROGENA BESLEYICI BAKIM KREMI 300ML,KOZMETİK,6,
DR.OETKER MILKSHAKE MUZLU 3+1 HEDIYELI,GIDA,6,
DOVE SAMPUAN 400ML BESLEYICI BAKIM SAMP.,KOZMETİK,6,
BANAT KLOZET BLOGU FRESH 40GR.,DETERJAN TEMİZLİK,6,
PALMOLIVE DUS JELI 250 ML.THERMAL FIRMING,KOZMETİK,6,
A.CARTE D'ORSELECTION..900ML MEYVE SOLENI,SÜT KAHVALTILIK,6,
BEBAK ACI BADEM KREMİ 35 GR. KÜÇÜK KAVANOZ,KOZMETİK,6,
BABY STAR IKIZ MAXI PLUS 42 LI,BEBEK,6,
ELSEVE 650 ML KURU SACLAR,KOZMETİK,6,
MR.MUSCLE KLOZET JEL LAVENDER,DETERJAN TEMİZLİK,6,
MLP DCARE LIGHT40*10 NORMAL,KAĞIT,6,
LADY S.S. GEL 24/7 FRESH FUSION 65GR,KOZMETİK,6,
WEE SULU DIS HALKASI 859,BEBEK,6,
ULKER MULTIPACK HOBBY CONE CIK.KAYMAK 10'LU,SÜT KAHVALTILIK,6,
CALVE MAYONEZ 500ML,GIDA,6,
KONYA SEKER TANESI TORBA 5000 GR,İÇECEK,6,
MR.MUSCLE YUZEY TEMIZLIYICI 3LT.LAVENDER,DETERJAN TEMİZLİK,6,
P.BAHCE 97302 VELA 6 LI FINCAN TAKIMI,EV,6,
MR.MUSCLE MUTF.TEMZL.PUSK.500ML,DETERJAN TEMİZLİK,6,
BIZIM PIRINC UNU 500 GR,BEBEK,6,
ORAL-B D.F. EXPERT ANTİ-BACTERIAL MEDIUM,KOZMETİK,6,
PENGUEN PANCAR TURSUSU 680 GR,GIDA,6,
REXONA WOMEN POWDER 150 ML.,KOZMETİK,6,
F SAFF ULTRA ÇAMAŞIR SUYU ÇAM KOKULU 4 KG,DETERJAN TEMİZLİK,6,
SESU AGDA TEMIZLEME YAGI 150 ML,KOZMETİK,6,
PINAR KETCAP+ MAYONEZ+ HARDAL 1190 GR,GIDA,6,
TAMEK BIBER SALCASI ACI 355GR,GIDA,6,
IPANA DOGAL FERAHLIK 100 ML/171G 7 FAKTOR,KOZMETİK,6,
COLGATE D.M.TOTAL12 NANE TEM.125 ML%25 BEDAVA,KOZMETİK,6,
F MONART 2'LI SERAMIK TAVA,EV,6,
BEBAK ACI BADEM SÜTLÜ MAKYAJ TEMİZLEME MENDİLİ (20,KOZMETİK,6,
VILEDA YEDEK SOPA,DETERJAN TEMİZLİK,6,
PANTENE Y 400ML.IPEKSI YUM ŞAMPUAN,KOZMETİK,6,
KAHKECIZADE PARMAK SUSAMLI 400 GR,GIDA,6,
WELLA KOLESTON SAC BOYASI 5.4 KIT ACIK KESTANE,KOZMETİK,6,
KAR CIPSO 78GR YORESEL LEZZETLER EGE,GIDA,6,
HEAD SHOULDERS 400ML EKSTRA DOLGUNLUK,KOZMETİK,6,
CANPED BELBANTLI GECE HASTA BEZI 14 AD.,KAĞIT,6,
EVCAY TARCIN KABUGU 100 GR.,İÇECEK,6,
HUGGIES ISLAK HAVLU 40LI YENİ DOĞAN,KAĞIT,6,
LİPTON BERRAK YEŞİL ÇAY NANELİ 20LI,İÇECEK,6,
DOGADAN FORM KAYISILI CAY,İÇECEK,6,
DR.OETKER HAVUCLU KEK KARISIMI 535 GR,GIDA,6,
TADIM KURU ERIK 200 GR,GIDA,6,
CARTE D`OR KARAMELLI SOS 300 GR,SÜT KAHVALTILIK,6,sekerci
CANBEBE CONFORT DRY YENIDOGAN 2-5 KG,BEBEK,6,
SHE FUN SPREY DEO 150ML,KOZMETİK,6,
WELLA KOLESTON SAC BOYASI 9.0 KIT SARI,KOZMETİK,6,
"TURSIL JEL LEYLAKBAHCESI 3,358",DETERJAN TEMİZLİK,6,
DURACELL RECHARGEABLE 2LI SARZLI PIL AAA,EV,6,
TADIM SULTANİYE 200 GR,GIDA,6,
MILKA 100 GR TABLET KARAMEL,GIDA,6,sekerci
ULKER GOLF FIRSAT PAKETI 5'LI,SÜT KAHVALTILIK,6,
LOREAL SAC BOYASI 10,KOZMETİK,6,
ARGEM KAGIT HAVLU ASACAGI,EV,6,
FALIM 5`LI KUTU SAKIZ NANELI-D,GIDA,6,sekerci
BINGOSOFT 2 LT ADA FERAHLIĞI,DETERJAN TEMİZLİK,6,
"LOREAL SAC BOYASI 6,35",KOZMETİK,6,
WELLA TUP SAC BOYASI 4.0 KAHVE,KOZMETİK,6,
EMOTION DEO SPREY 150ML ASIAN GARDEN,KOZMETİK,6,
COLGATE D.F. 1+1 ORTA YENI,KOZMETİK,6,
TIRNAK MAKASI CFZ -KUTULU,KOZMETİK,6,
CARTE D`OR ANTEP-CIKOLATA-KARAMEL,SÜT KAHVALTILIK,6,sekerci
EKİN OSMANCIK PIRINC 2500 GR,GIDA,6,
YAREN ROSE KAHVE FINCANI 6 LI,EV,6,
ALTIN CEZVE TOZ ICECEK ADACAYI 300 GR,İÇECEK,6,
KARANFİL CAY KASIGI 6 LI,EV,6,
KOMİLİ 700 ML ŞAMPUAN ZEYT.VE ISIRGANOTU,KOZMETİK,6,
TAMEK MEYVE SUYU 330 ML VISNE,İÇECEK,6,
HALK PUDING VANILINLI 150GR,GIDA,6,
NIVEA SABUN 90 GR CILEKLI,KOZMETİK,6,
PRIVACY DEO 150 ML,KOZMETİK,6,
BINGO SIVI DET.2 LT. PARFUMSUZ,DETERJAN TEMİZLİK,6,
BREF WC DUO AKTIF 60 ML OKYANUS FERAHLIGI,DETERJAN TEMİZLİK,6,
KOSLA SIVI 1LT.BEYAZ LEKE CIKARICI,DETERJAN TEMİZLİK,6,
GARNIER SAC BOYA 4.6 KESTANE KIZIL,KOZMETİK,6,
BANAT MINNO DIS FIRCASI,KOZMETİK,6,
ARGEM SUNGERLI CEKSIL,EV,6,
GARNIER SAC BOYA 4.63 KESTANE DORE,KOZMETİK,6,
BINGOSOFT 4 LT LAVANTA YUMUSATICI,DETERJAN TEMİZLİK,6,
OKEY NON-STOP HISSET,KOZMETİK,6,
MEHTAP TEFLON 26 CM KREP TAVA,EV,6,
TAMEK BIBER SALCASI 355GR,GIDA,6,
ORAL-B GARGARA PRO EXPERT 500ML,KOZMETİK,6,
PHILIPS PARTYLIGHT 15 WT SARI,EV,6,
MR.MUSCLE KREM 750ML LIMON 2.SI%50 IND,DETERJAN TEMİZLİK,6,
YORSAN KREM PEYNIR 350GR,SÜT KAHVALTILIK,6,
BALPARMAK OZEL SUZME BALI 460,SÜT KAHVALTILIK,6,
KOMILI EGE SIZMASI Z.YAGI 5 LT TNK,GIDA,6,
PANTENE PRO-V 600 ML SAMP. AQUA LIGHT,KOZMETİK,6,
PENGUEN RECEL AHUDUDU 800GR,SÜT KAHVALTILIK,6,
ARI PIRINC UNU 500GR EKO,BEBEK,6,
PENGUEN RECEL CILEK 800 GR,SÜT KAHVALTILIK,6,
ULKER GOLF SPECİAL KARAORMANI %33 1197 ML,SÜT KAHVALTILIK,6,
PROTEX SIVI SABUN 1800 ML UTRA,KOZMETİK,6,
PAM SIVI SABUN 1 LT GUL BUKETI,KOZMETİK,6,
AKDEM ELMA CAYI 20LI,İÇECEK,6,
ULKER GOLF SIZIN ICIN ANTEP F.-VANILYA 1 LT,SÜT KAHVALTILIK,6,
ULKER CIZI KRAKER MINI,GIDA,6,bufe
DURACELL RECHARGEABLE 2LI KALEM PIL AA,EV,6,
ARGEM LUKS YUMURTA FIRCASI,EV,6,
DURU SIVI SABUN 300 ML MANGOLU,KOZMETİK,6,
PENGUEN RECEL KAYISI 380GR,SÜT KAHVALTILIK,6,
DOGADAN FORM KIRAZ SAPI 20LI,İÇECEK,6,
ARKO TRAS KOPUGU 300ML,KOZMETİK,6,
VILEDA 8 LI SUNGER,DETERJAN TEMİZLİK,6,
TAT RECEL PORTAKAL 380GR,SÜT KAHVALTILIK,6,
ALATAURCA KEK KURABIYE 124GR,GIDA,6,
TAT MANTAR 340 GR,GIDA,6,
PINAR DOYUM KANGAL ACIK,ET TAVUK,6,kasap
GARNIER COLOR NATURALS 5.0 PARLAK ACIK KAHVE,KOZMETİK,6,
ALGIDA MARAS CIKOLATA SADE 750 ML,SÜT KAHVALTILIK,6,sekerci
BORCAM YUVRL TEPSI,EV,6,
TAT MEKSIKA FASULYESI 410 GR,GIDA,6,
NUMIL APTAMIL JUNİOR DEVAM SÜTÜ 600 GR,BEBEK,6,
ONCU BIBER SALCASI ACI 4300 GR,GIDA,6,
LISTERINE ZERO AGIZ BAKIM URUNU 250 ML NANE,KOZMETİK,6,
DOMESTOS HIJYENIK COK AMACLI SPREY 750ML,DETERJAN TEMİZLİK,6,
REST CAM BEZI SARI,DETERJAN TEMİZLİK,6,
YAREN CIFTPORSELEN SIVI SABUNLUK,EV,6,
ARTCRAFT CAY TABAGI 6'LI,EV,6,
GOKCE TOZ ICECEK 350 GR LIMON,İÇECEK,6,
KOSKA LIGHT RECEL 240 GR AHUDUDU,SÜT KAHVALTILIK,6,
ZENNE GONDOL TERLIK MOR,EV,6,
DR.OETKER RUM AROMASI 8ML,GIDA,6,
DR.OETKER GLAZUR BITTER 100 GR,GIDA,6,
DOGADAN PAPATYA CAYI 20 POSET,İÇECEK,6,
LIPTON TB 40GR FORM PLUS 20LI,İÇECEK,6,
SIGNAL BEYAZLATICI SISTEM 50ML,KOZMETİK,6,
CAFE CROWN 3 IN 1 KUPA HEDIYELI,İÇECEK,6,
TAMEK DOMATES SALCASI CAM 720,GIDA,6,
TAMEK TAZE FASULYE 720ML CAM,GIDA,6,
COLGATE PLAX 250 ML MAVI TOTAL NANE D.M.,KOZMETİK,6,
DOGUS FİLİZ ÇAY 1000 GR,İÇECEK,6,
DR.OETKER UN KURABİYESİ,GIDA,6,
BINGOSIL CAM 500GR PUSK.PORTAKAL CICEK,DETERJAN TEMİZLİK,6,
ELSEVE 650 ML SAMPUAN NEMLENDIRICI KREMSIZ,KOZMETİK,6,
DİSNEY MUZ AROMALI SÜT 200ML,SÜT KAHVALTILIK,6,
GILLETTE WOMEN VENUS RIVIERA 2LI,KOZMETİK,6,
DOGUS CIPSO 69 GR. SADE  TIRTIKLI,GIDA,6,
BANAT BULASIK SUNGER 5LI PAKET,DETERJAN TEMİZLİK,6,
DOVE DEO STICK ORIGINAL,KOZMETİK,6,
SONY ULTRA BUYUK BOY 2LI,EV,6,
DR.OETKER VANILYALI SOS 75 GR,GIDA,6,
TEKEL 2000 KISA MAVİ,SİGARA,6,
HALK CAILLOU CILEK JOLELI 9 ADET 117 GR,GIDA,6,
UMIT YAPRAK GALETA 200 GR.KEPEKLI,GIDA,6,
DR.OETKER VITALS BAL BADEMLI,GIDA,6,kuruyemisci
DOVE INTENSIVE CREM 150ML,KOZMETİK,6,
ARTCRAFT DESENLI SU BARDAGI 6'LI,EV,6,
BINGO DYNAMİC TABLET EXPRESS 28LI,DETERJAN TEMİZLİK,6,
NESTLE NESFIT CIKOLATALI 430 GR,SÜT KAHVALTILIK,6,sekerci
CIL CAY KASIGI VE SUZGEC,EV,6,
MAGGI FIRINDA SOGANLI SARIMSAKLI CESNI,GIDA,6,
PENGUEN RECEL AHUDUDU 380GR,SÜT KAHVALTILIK,6,
MAGGI PAPRIKALI CESNI 34 GR,GIDA,6,
FAIRY PLATİUM BUL.MAKINESI 70'L,DETERJAN TEMİZLİK,6,
MEHTAP KEK PAPATYA KALIBI,EV,6,
YAREN ARTCRAFT MESRUBAT BARDAGI 3'LU DESENLI,EV,6,
SUPER FRESH SIGARA BOREGI,GIDA,6,
YAREN CIFT KOYUN KUMBARA,EV,6,
TAMEK MEYVE SUYU 330 ML KAYISI,İÇECEK,6,
CALGONIT QUANTUM 20TAB.,DETERJAN TEMİZLİK,6,
FE DIS PASTASI 90 GR SENSITIVE,KOZMETİK,6,
DOGUS MEYVE CAYI ELMA 20 LI POSET,İÇECEK,6,
MOLFIX BEBEK BAKIM ORTUSU 10 LU,BEBEK,6,
AKDEM SİNEMAKİ 50GR,İÇECEK,6,
P.BAHCE SALATA KASESI,EV,6,
BANAT BULASIK SUNGER 5LI PK OLUKLU,DETERJAN TEMİZLİK,6,
WEE SILIKON DESENLI EMZIK DAMAKLI NO:3,BEBEK,6,
PRIL SUPER EKONOMIK SET,DETERJAN TEMİZLİK,6,
YUMOS 6 LT LAVANTA FERAH. YUMUSATICI,DETERJAN TEMİZLİK,6,
VILEDA ELDIVEN EXTRA SENSATION 9 BUYUK,DETERJAN TEMİZLİK,6,
OKEY CIFT HAZ 10 LU,KOZMETİK,6,
DOVE DEO SPREY ORIGINAL,KOZMETİK,6,
ALATURCA CIKOLATA DOLGULU KURABIYESI 59 GR,GIDA,6,sekerci
ALOMATIK 5 KG CANLI RENKLER,DETERJAN TEMİZLİK,6,
"DURACELL ULTRA ORTA PIL 1,5V.",EV,6,
PRINGLES 40GR GR PAPRIKA,GIDA,6,
PENGUEN KOZLENMIS PATLICAN KON.520 GR,GIDA,6,
BIGBABOL 33 GR.CILEKLI 14 AD,GIDA,6,
A.CLASSIC CARTE D`OR 1000ML SUTLU-CIKOLATA,SÜT KAHVALTILIK,6,sekerci
BERGAMA SAC FIR.ERGONOMIK-KUTULU,KOZMETİK,6,
CIF SUNLIGHT BULASIK DET.KONSANTRE 500 ML,DETERJAN TEMİZLİK,6,
CANPED BELBANTLI YET.HAS. BEZI 7 AD.BUYUK BOY,KAĞIT,6,
ARTCRAFT DIVA CAY TABAGI 6 LI,EV,6,
HUNCA  BITTIM SAMPUAN 700 ML ARGAN VE ZEYTIN YAGI,KOZMETİK,6,
PANTENE PRO-V 600 ML SAMP. IPEKSI YUMUSAKLIK,KOZMETİK,6,
NIVEA ROLL-ON MEN 50 ML STRESS PROTECT,KOZMETİK,6,
BINGO ULTRA CAM.SUYU 2LT KLASIK,DETERJAN TEMİZLİK,6,
BINGO DYNAMIC KOKU GIDERICI,DETERJAN TEMİZLİK,6,
PANTENE DOGAL SENTEZ 250 ML.SAMPUAN,KOZMETİK,6,
MEHTAP SİYAH İNCİ SAHAN 22 CM,EV,6,
REIS KEPEKLI PIRINC 1KG,GIDA,6,
DURU KURU FASULYE 1KG,GIDA,6,
HEAD SHOULDERS 600ML HASAS SAC DERISI,KOZMETİK,6,
PRIL HIJYEN 750 ML,DETERJAN TEMİZLİK,6,
F BAKTAT KOZLENMIS PATLICAN 295 GR,GIDA,6,
OKEY ZIRVE 10 LU,KOZMETİK,6,
CIF BALLERINA OLUKLU SUNGER,DETERJAN TEMİZLİK,6,
ELSEVE 360ML.SAC KREMI BOYALI SACLAR,KOZMETİK,6,
PALMOLIVE SIVI SABUN 300ML ANTI-BACTERIAL,KOZMETİK,6,
LIPTON TB NAR 40GR 20LI,İÇECEK,6,
RENGA DEKORATIF RENKLI SISE,EV,6,
P.BAHCE 97711 FRIGO TEREYAGLIK,EV,6,
S.BRITE OVUCU YEDEK PASPAS,DETERJAN TEMİZLİK,6,
YAREN THN YUMURTALIK TUZLUK,EV,6,
RUFFLES 6 LI FIRSAT PAKETI,GIDA,6,
FABULOSO SIK VE SIL SPREY 500ML LIMON,DETERJAN TEMİZLİK,5,
PEPSI 1LT LIGHT PET SISE,İÇECEK,5,
CILLIT BANG 750 ML ULTRA ÇAMAŞIR SUYU,DETERJAN TEMİZLİK,5,
DURACELL AA KALEM PIL 2'LI,EV,5,
VITA BITKISEL SUSUZ YAG 5LT,GIDA,5,
ELSEVE 360ML.SAC KREMI ARI SÜTÜ,KOZMETİK,5,
TAMEK TAZE FASULYE 830 GRTNK,GIDA,5,
P.BAHCE 52046 GUNES 6 LI BARDAK,EV,5,
GURALLAR CAY BARDAGI PETEK 6'LI,EV,5,
ULKER ONEO SAKIZ 27 GR DAMLA SAKIZLI,GIDA,5,sekerci
REXONA FOR MEN V8 DEO ROLL_ON,KOZMETİK,5,
PALMOLIVE SIVI SABUN 750ML YED.ANTI-S,KOZMETİK,5,
AKDEM NANE&LİMON CAYI 20LI,İÇECEK,5,
BANAT D.F. TRIO-ORTA,KOZMETİK,5,
COLGATE D.F. 360 OPTIK BEYAZ,KOZMETİK,5,
ARGEM AHSAP KEPCE KUCUK,EV,5,
VIVIDENT FULL FRESH 25GR,GIDA,5,
PHILIPS ECO 14 W,EV,5,
P.BAHCE 54261 KARE CAY TABAGI 6LI,EV,5,
DR.OETKER PUDING KAKAOLU LIGHT 70GR,GIDA,5,
DURU DUS JELI 250ML YENILEYICI NAR,KOZMETİK,5,
KOMILI BEBEK YAGI 200ML,BEBEK,5,
SENER KUS LOKUMU 180 GR,SÜT KAHVALTILIK,5,sekerci
NESTLE KREM CIKOLATA 320 GR,GIDA,5,sekerci
REXONA MEN 150 ML INVISIBLE,KOZMETİK,5,
CEBEL PETEKLI CICEK BAL 650 GR,SÜT KAHVALTILIK,5,
WELLA KOLESTON 7/1 MAXI KULLU KUMRAL,KOZMETİK,5,
PERSIL KAPSUL RAGULAR 12 LI,DETERJAN TEMİZLİK,5,
GILLETTE BLUE III 6 LI I'CE,KOZMETİK,5,
AIR WICK FRESH MATIC MAGNOLIA YEDEK,DETERJAN TEMİZLİK,5,
CALGON KIREC ONLEYICI 40'LI TAB.,DETERJAN TEMİZLİK,5,
ULKER CAMLICA LIMONLU 250 ML,İÇECEK,5,
F NEFFIS TAHIN ILE PEKMEZ 740 GR,SÜT KAHVALTILIK,5,
BAGDAT KISNIS 40GR,GIDA,5,
WELLA PRO-SERIES SAMPUAN 500MLCOLOR,KOZMETİK,5,
EMEK MISIROZU YAG 10LT TNK,GIDA,5,
BINBIRCİCEK BAL 850 GR.,SÜT KAHVALTILIK,5,
ARKO TRAS JELI 1+1 EXTRA PERFORMANS,KOZMETİK,5,
NIVEA DEO 150 ML DRY COMFORT,KOZMETİK,5,
BINGOSOFT KONSANTRE 750 ML ADA FERAHLIGI,DETERJAN TEMİZLİK,5,
CHAMPION MUHABBET KUS YEMI SUPERMIX,PET,5,
DOGUS YESIL 20LI BERGAMOTLU POSET CAY,İÇECEK,5,
NIVEA LIP DUDAK KORUYUCU MED PROTECTION,KOZMETİK,5,
PIKNIK 1448 LIMON SIKACAGI,EV,5,
YAREN PERFECT SOSLUK SUTLUK 12 CM,EV,5,
YAREN ARTCRAFT DEKORLU SU BARDAGI 6LI,EV,5,
BANAT SAPLI PASPAS,DETERJAN TEMİZLİK,5,
WEE 761 PIPETLI BARDAK,BEBEK,5,
WEE PUDRA,BEBEK,5,
WEE CAM BIBERONU,BEBEK,5,
BESLER DILIMLI SUCUK 330GR,ET TAVUK,5,kasap
GOODY ETLI KEDI MAMASI,PET,5,
AIR WICK AQUA MIST COOL LINEN,DETERJAN TEMİZLİK,5,
WELLA KOLESTON 4/0 MAXI,KOZMETİK,5,
PIKNIK 111 LUKS KURDAN,EV,5,
LIPTON PIRAMIT ELMALI TARCINLI CAY,İÇECEK,5,
BAYGON BOCEKLERE KARSI AEROSOL,DETERJAN TEMİZLİK,5,
LIPTON GOLDEN CEYLAN TEA 96 AD DEMLIK,İÇECEK,5,
FUSION PROGLIDE MAKINE 1BICAK,KOZMETİK,5,
ARGEM FRESH KOKU GIDERICI,EV,5,
WEE GENIS AGIZLI BIBERON EMZIGI NO:2,BEBEK,5,
ARGEM PLASTIK SUZGEC NO:3,EV,5,
NASCITA 3'LU TIRNAK MAKASI SETI-KUTULU,KOZMETİK,5,
VILEDA EASYWRING YEDEK,DETERJAN TEMİZLİK,5,
GILLETTE MACH3 BICAK 4LU,KOZMETİK,5,
ARGEM GELIN MUMU 24 LU,EV,5,
PIKNIK 1387 RENDE CIFT TARAFLI,EV,5,
BINGO ULTRA CAM.SUYU 2LTBANYO,DETERJAN TEMİZLİK,5,
MR.MUSCLE KREM 750 ML.LIMON,DETERJAN TEMİZLİK,5,
S.BRITE HASSAS ELDIVEN 8,DETERJAN TEMİZLİK,5,
ULKER COCOSTAR 28 GR.-274-,GIDA,5,
STELLA SIMBA TEL 3 U,DETERJAN TEMİZLİK,5,
ORKID 4LÜ ULTRA EXTRA GECE GÜNLÜK PED HEDİYE,KAĞIT,5,
